ID	AC	DE	GA	TP	ML	CL	NE	AC_version
PLAC8	PF04749	PLAC8 family	34.4; 34.4;	Family	101			PF04749.22
PLAC9	PF15205	Placenta-specific protein 9	27; 27;	Family	74			PF15205.11
Planc_extracel	PF07595	Planctomycete extracellular	25.5; 25.5;	Motif	20			PF07595.18
Plant_all_beta	PF10532	Plant specific N-all beta domain	30; 30;	Domain	114			PF10532.14
Plant_NMP1	PF06694	Plant nuclear matrix protein 1 (NMP1)	25; 25;	Family	318			PF06694.16
Plant_tran	PF04827	Plant transposon protein	22; 22;	Family	205	CL0219		PF04827.20
Plant_vir_prot	PF01307	Plant viral movement protein	22.6; 22.6;	Family	100			PF01307.22
Plant_zn_clust	PF10533	Plant zinc cluster domain	23.5; 23.5;	Domain	49			PF10533.14
Plasmid_parti	PF01672	Putative plasmid partition protein	22.1; 22.1;	Family	85			PF01672.21
Plasmid_RAQPRD	PF09686	Plasmid protein of unknown function (Plasmid_RAQPRD)	23.1; 23.1;	Family	76			PF09686.15
Plasmid_stab_B	PF10784	Plasmid stability protein	25; 25;	Family	72	CL0057		PF10784.15
Plasmodium_HRP	PF05403	Plasmodium histidine-rich protein (HRPII/III)	45.8; 45.8;	Disordered	218			PF05403.16
Plasmodium_Vir	PF05795	Plasmodium vivax Vir protein	28; 28;	Family	377	CL0411		PF05795.16
Plasmod_dom_1	PF09715	Plasmodium protein of unknown function (Plasmod_dom_1)	23.9; 23.9;	Family	66			PF09715.15
Plasmod_MYXSPDY	PF07981	Plasmodium repeat_MYXSPDY	21.1; 21.1;	Repeat	17			PF07981.16
Plasmod_Pvs28	PF06247	Pvs28 EGF domain	26; 26;	Domain	41	CL0001		PF06247.17
Plasmo_rep	PF12135	Plasmodium repeat family	23; 23;	Repeat	25			PF12135.13
PLAT	PF01477	PLAT/LH2 domain	23; 23;	Domain	117	CL0321		PF01477.28
PLATZ	PF04640	PLATZ transcription factor	25; 25;	Family	79			PF04640.20
Plavaka	PF18759	Plavaka transposase	26.3; 26.3;	Family	325	CL0219		PF18759.7
PLC-beta_C	PF08703	PLC-beta C terminal	27.6; 27.6;	Domain	272			PF08703.15
PLCB1-4-like_EFh	PF22631	Phosphoinositide phospholipase C beta1-4-like EF-hand domain	27; 27;	Domain	69	CL0220		PF22631.2
PLCC	PF14466	PLAT/LH2 and C2-like Ca2+-binding lipoprotein	24.2; 24.2;	Domain	153			PF14466.11
PLDc	PF00614	Phospholipase D Active site motif	21.9; 21.9;	Family	28	CL0479		PF00614.28
PLDc_2	PF13091	PLD-like domain	27; 27;	Domain	132	CL0479		PF13091.12
PLDc_3	PF13918	PLD-like domain	27; 27;	Domain	180	CL0479		PF13918.12
PLDc_N	PF13396	Phospholipase_D-nuclease N-terminal	23.3; 23.3;	Domain	42			PF13396.11
PLD_C	PF12357	Phospholipase D C terminal 	27; 27;	Family	72			PF12357.13
Plectin	PF00681	Plectin repeat	20.5; 20.5;	Repeat	39			PF00681.25
Plectro_ORF9	PF25626	Plectrovirus ORF9 capsid protein family	27; 27;	Family	77			PF25626.1
Plexin_cytopl	PF08337	Plexin cytoplasmic RasGAP domain	25; 25;	Domain	441		Plexin_RBD	PF08337.17
Plexin_RBD	PF20170	Plexin cytoplasmic RhoGTPase-binding domain	27; 27;	Domain	113	CL0072		PF20170.4
PliI	PF16743	Periplasmic lysozyme inhibitor of I-type lysozyme	27; 27;	Domain	123			PF16743.10
PLipase_C_C	PF05506	Bacterial phospholipase C, C-terminal domain	24.4; 24.4;	Domain	80			PF05506.17
PLK4_bind_CEP152	PF25769	CEP152, PLK4 binding region	21; 21;	Disordered	58			PF25769.1
PLK4_bind_CEP192	PF25765	CEP192, PLK4 binding region	22.7; 22.7;	Disordered	44			PF25765.1
Plk4_PB1	PF18190	Polo-like Kinase 4 Polo Box 1	26.4; 26.4;	Domain	107	CL0708		PF18190.7
Plk4_PB2	PF18409	Polo-like Kinase 4 Polo Box 2	26.9; 26.9;	Domain	108	CL0708		PF18409.7
PLL	PF18587	PTX/LNS-Like (PLL) domain	25; 25;	Domain	134			PF18587.6
PLN_propep	PF16485	Protealysin propeptide	28.1; 28.1;	Domain	43			PF16485.10
Ploopntkinase3	PF18751	P-loop Nucleotide Kinase3	27; 27;	Family	187	CL0023		PF18751.7
PLRV_ORF5	PF01690	Potato leaf roll virus readthrough protein	27.4; 27.4;	Family	524			PF01690.22
PLU-1	PF08429	PLU-1-like protein	28.5; 28.5;	Family	338			PF08429.16
Plug	PF07715	TonB-dependent Receptor Plug Domain	23.9; 23.9;	Domain	107			PF07715.20
Plug_translocon	PF10559	Plug domain of Sec61p	22.1; 22.1;	Domain	35			PF10559.14
Plus-3	PF03126	Plus-3 domain	27; 27;	Domain	109			PF03126.23
PlyB_C	PF18684	Pleurotolysin B C-terminal domain	27; 27;	Domain	173			PF18684.6
PlyCA_N	PF21480	PlyCA, N-terminal domain	27; 27;	Domain	187	CL0037		PF21480.2
PM0188	PF11477	Sialyltransferase PMO188	25; 25;	Family	390	CL0113		PF11477.14
PM2_P3	PF20812	Bacteriophage PM2, Viral membrane protein P3	27; 27;	Domain	61			PF20812.2
PMAIP1	PF15150	Phorbol-12-myristate-13-acetate-induced	27; 27;	Family	54			PF15150.11
PmbA_TldD_1st	PF01523	PmbA/TldA metallopeptidase domain 1	20.9; 20.9;	Domain	65			PF01523.21
PmbA_TldD_2nd	PF19290	PmbA/TldA metallopeptidase central domain	20.9; 20.9;	Domain	109			PF19290.4
PmbA_TldD_3rd	PF19289	PmbA/TldA metallopeptidase C-terminal domain	22; 22;	Domain	220			PF19289.4
PMBR	PF09373	Pseudomurein-binding repeat	24.9; 24.9;	Repeat	33			PF09373.15
PMC2NT	PF08066	PMC2NT (NUC016) domain	23.3; 23.3;	Domain	91			PF08066.17
PMD	PF10536	Plant mobile domain	34.9; 34.9;	Domain	347	CL0874		PF10536.15
PMEI	PF04043	Plant invertase/pectin methylesterase inhibitor	29; 29;	Domain	156			PF04043.20
PMG	PF05287	PMG protein	29; 29;	Family	180	CL0520		PF05287.17
PMI1_PMIR1-2_C	PF21745	PMI1/PMIR1-2, C-terminal domain	28.5; 28.5;	Domain	151			PF21745.2
PMI_typeI_C	PF01238	Phosphomannose isomerase type I C-terminal	21; 21;	Domain	48	CL0029		PF01238.27
PMI_typeI_cat	PF20511	Phosphomannose isomerase type I, catalytic domain	22; 22;	Domain	143	CL0029		PF20511.4
PMI_typeI_hel	PF20512	Phosphomannose isomerase type I, helical insertion domain	23.4; 23.4;	Domain	88			PF20512.3
PML_C	PF25244	PML, C-terminal domain	27.1; 27.1;	Domain	75			PF25244.1
PML_CC	PF12126	PML-like, coiled-coil	23; 23;	Coiled-coil	329			PF12126.13
PMM	PF03332	Eukaryotic phosphomannomutase	22.4; 22.4;	Family	221	CL0137		PF03332.19
PMP1_2	PF08114	ATPase proteolipid family	22.3; 22.3;	Family	43			PF08114.16
PMP22_Claudin	PF00822	PMP-22/EMP/MP20/Claudin family	26.7; 26.7;	Family	161	CL0375		PF00822.25
Pmp3	PF01679	Proteolipid membrane potential modulator	22.9; 22.9;	Family	49			PF01679.22
PMR5N	PF14416	PMR5 N terminal Domain	29.2; 29.2;	Domain	55			PF14416.11
PmrD	PF11183	Polymyxin resistance protein PmrD	21.2; 21.2;	Family	82			PF11183.13
PMSI1	PF15322	Protein missing in infertile sperm 1, putative	29.6; 29.6;	Family	315			PF15322.11
PMSR	PF01625	Peptide methionine sulfoxide reductase	23.7; 23.7;	Domain	153			PF01625.27
PMT	PF02366	Dolichyl-phosphate-mannose-protein mannosyltransferase  	22.7; 22.7;	Family	245	CL0111		PF02366.24
PMT2_N	PF17987	Phosphoethanolamine N-methyltransferase 2 N-terminal	27.8; 27.8;	Domain	125	CL0123		PF17987.7
PMT_2	PF13231	Dolichyl-phosphate-mannose-protein mannosyltransferase	26.1; 26.1;	Family	160	CL0111		PF13231.12
PMT_4TMC	PF16192	C-terminal four TMM region of protein-O-mannosyltransferase 	32.4; 32.4;	Family	202			PF16192.10
PMT_C2	PF20899	Pasteurella multocida toxin, C2 domain	27; 27;	Domain	385			PF20899.2
PMT_C3	PF20900	Pasteurella multocida toxin, C3 domain	27; 27;	Domain	181	CL0125		PF20900.3
PnbB	PF16155	4-hydroxylaminobenzoate lyase	26.9; 26.9;	Domain	153			PF16155.11
PND	PF17949	FANCM pseudonuclease domain	23.6; 23.6;	Domain	125	CL0236		PF17949.7
Pneumovirus_M2	PF06436	Pneumovirus matrix protein 2 (M2)	25; 25;	Family	159			PF06436.16
Pneumo_att_G	PF05539	Pneumovirinae attachment membrane glycoprotein G	25; 25;	Family	408			PF05539.16
Pneumo_M2	PF07380	Pneumovirus M2 protein	27; 27;	Family	89			PF07380.17
Pneumo_ncap	PF03246	Pneumovirus nucleocapsid protein	24.4; 24.4;	Family	395	CL0156		PF03246.18
Pneumo_NS1	PF03438	Pneumovirus NS1 protein	27; 27;	Family	136			PF03438.19
Pneumo_phosprot	PF02478	Pneumovirus phosphoprotein	22; 22;	Family	286			PF02478.21
PNGaseA	PF12222	Peptide N-acetyl-beta-D-glucosaminyl asparaginase amidase A	25.3; 25.3;	Domain	336	CL0612		PF12222.14
PNGase_A_C	PF25156	PNGase_A C-terminal domain	27.9; 27.9;	Domain	76			PF25156.2
PNGase_F-II_N	PF22252	N-glycanase peptide, N-terminal domain	27.6; 27.6;	Domain	173	CL0048		PF22252.2
PNISR	PF15996	Arginine/serine-rich protein PNISR	27; 27;	Family	178			PF15996.10
PNK3P	PF08645	Polynucleotide kinase 3 phosphatase	22; 22;	Family	161	CL0137		PF08645.17
PNKP_ligase	PF16542	PNKP adenylyltransferase domain, ligase domain	28.2; 28.2;	Domain	377	CL0179		PF16542.10
PNM8A	PF20847	Paraneoplastic antigen 8A protein	27; 27;	Family	224			PF20847.2
PNMA	PF14893	PNMA	25; 25;	Family	161	CL0523		PF14893.12
PNMA_N	PF20846	PNMA N-terminal RRM-like domain	27; 27;	Domain	92	CL0221		PF20846.3
PNPase	PF03726	Polyribonucleotide nucleotidyltransferase, RNA binding domain	24.6; 24.6;	Domain	81			PF03726.19
PNPase_C	PF12111	Polyribonucleotide phosphorylase C terminal	25; 25;	Domain	37			PF12111.13
PnpCD_PnpD_N	PF18191	Hydroquinone 1,2-dioxygenase large subunit N-terminal	25; 25;	Domain	151			PF18191.6
PNPOx_N	PF01243	Pyridoxamine 5'-phosphate oxidase	28.1; 28.1;	Domain	120	CL0336		PF01243.27
PNP_phzG_C	PF10590	Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region	27; 27;	Domain	42			PF10590.14
PNP_UDP_1	PF01048	Phosphorylase superfamily	25.1; 25.1;	Domain	233	CL0408		PF01048.26
PNRC	PF15365	Proline-rich nuclear receptor coactivator motif	21; 21;	Motif	20			PF15365.12
Pns11_12	PF17464	Non-structural protein 11 and 12	25; 25;	Family	205			PF17464.7
PNTB	PF02233	NAD(P) transhydrogenase beta subunit	31.7; 31.7;	Family	456	CL0063		PF02233.22
PNTB_4TM	PF12769	4TM region of pyridine nucleotide transhydrogenase, mitoch	26.2; 26.2;	Family	85			PF12769.12
pNTSase1	PF20301	Predicted novel nucleotide synthetase	25; 25;	Family	161			PF20301.3
POB3_N	PF17292	POB3-like N-terminal PH domain	23; 23;	Domain	93	CL0266		PF17292.8
POC1	PF10450	POC1 chaperone	22; 22;	Family	273	CL0408		PF10450.15
POC3_POC4	PF10448	20S proteasome chaperone assembly proteins 3 and 4	22.1; 22.1;	Family	142			PF10448.14
PocR	PF10114	Sensory domain found in PocR	23.9; 23.9;	Domain	162	CL0165		PF10114.15
Podoplanin	PF05808	Podoplanin	30; 30;	Family	135			PF05808.16
Podovirus_Gp16	PF05894	Podovirus DNA encapsidation protein (Gp16)	25; 25;	Family	331	CL0023		PF05894.18
POF1B_HlH	PF24617	POF1B helix-loop-helix domain	27; 27;	Domain	84			PF24617.1
POL2_thumb	PF22634	DNA polymerase epsilon catalytic subunit A, thumb domain	27; 27;	Domain	178	CL0194		PF22634.1
POL3_N	PF24055	DNA polymerase delta catalytic subunit-like, N-terminal domain	24.1; 24.1;	Domain	81			PF24055.2
Polbeta	PF18765	Polymerase beta, Nucleotidyltransferase	26.9; 26.9;	Domain	93	CL0260		PF18765.7
PolB_N	PF22317	DNA polymerase II small subunit, N-terminal domain	27; 27;	Domain	54			PF22317.1
PolC_DP2_cat	PF24846	DNA polymerase II large subunit DP2, catalytic domain	24.3; 24.3;	Domain	299			PF24846.1
PolC_DP2_central	PF24844	DNA polymerase II large subunit DP2, central domain	24.3; 24.3;	Domain	372			PF24844.1
PolC_DP2_N	PF03833	DNA polymerase II large subunit DP2, N-terminal	24.3; 24.3;	Domain	271			PF03833.19
POLH-Rev1_HhH	PF21704	DNApol eta/Rev1, HhH motif	27; 27;	Motif	56	CL0198		PF21704.3
Pollen_allerg_2	PF01620	Ribonuclease (pollen allergen)	28.2; 28.2;	Family	141			PF01620.22
Pollen_Ole_e_1	PF01190	Pollen protein Ole e 1 like	23; 23;	Family	99	CL0287		PF01190.23
POLO_box	PF00659	POLO box duplicated region	23; 23;	Family	61	CL0708		PF00659.24
Polo_box_2	PF18531	Polo box domain	31.9; 31.9;	Domain	112	CL0708		PF18531.7
Polo_box_3	PF18544	Polo box domain	34.2; 34.2;	Domain	97	CL0708		PF18544.7
Polo_box_4	PF22834	Polo box domain	27; 27;	Domain	85	CL0708		PF22834.3
POLQ_helical	PF21099	DNA_pol_Q helicase like region helical domain	27; 27;	Domain	163			PF21099.2
POLR3C_WHD	PF22536	POLR3C, C-terminal winged-helix domain 	30; 30;	Domain	77	CL0123		PF22536.2
PolyA_pol	PF01743	Poly A polymerase head domain	23; 23;	Domain	126	CL0260		PF01743.26
PolyA_pol_arg_C	PF12626	Polymerase A arginine-rich C-terminus	22; 22;	Domain	119			PF12626.12
PolyA_pol_RNAbd	PF12627	Probable RNA and SrmB- binding site of polymerase A	22; 22;	Domain	64			PF12627.12
Polycystin_dom	PF20519	Polycystin domain	23.6; 23.6;	Domain	199	CL0030		PF20519.4
PolyG_pol	PF01518	Sigma NS protein	25; 25;	Family	366			PF01518.21
Polyhedrin	PF00738	Polyhedrin	25; 25;	Family	232	CL0055		PF00738.24
Polyketide_cyc	PF03364	Polyketide cyclase / dehydrase and lipid transport	23.4; 23.4;	Family	126	CL0209		PF03364.25
Polyketide_cyc2	PF10604	Polyketide cyclase / dehydrase and lipid transport	27.4; 27.4;	Family	142	CL0209		PF10604.15
Polyoma_agno	PF01736	Polyomavirus agnoprotein	27; 27;	Family	62			PF01736.22
Polyoma_coat	PF00718	Polyomavirus coat protein	27; 27;	Domain	295	CL0055		PF00718.27
Polyoma_coat2	PF00761	Polyomavirus coat protein	25; 25;	Family	322			PF00761.25
Polyoma_lg_T_C	PF06431	Polyomavirus large T antigen C-terminus	22.4; 22.4;	Family	417	CL0023		PF06431.17
Polyoma_VP2	PF25627	Polyomaviruses capsid protein VP2 family	30; 30;	Family	356			PF25627.1
polyprenyl_synt	PF00348	Polyprenyl synthetase	27; 27;	Domain	251	CL0613		PF00348.22
Polysacc_deac_1	PF01522	Polysaccharide deacetylase	23.1; 23.1;	Family	124	CL0158		PF01522.26
Polysacc_deac_2	PF04748	Divergent polysaccharide deacetylase	27.5; 27.5;	Family	212	CL0158		PF04748.18
Polysacc_deac_3	PF15421	Putative polysaccharide deacetylase	28.5; 28.5;	Family	439	CL0158		PF15421.11
Polysacc_lyase	PF14099	Polysaccharide lyase	29.9; 29.9;	Domain	210	CL0004		PF14099.13
Polysacc_lyase-like	PF21340	Cip1-like, core domain	27; 27;	Domain	209	CL0004		PF21340.4
Polysacc_lyase_14	PF21294	Polysaccharide lyase 14	27; 27;	Family	215	CL0004		PF21294.4
Polysacc_synt	PF01943	Polysaccharide biosynthesis protein	28.2; 28.2;	Family	274	CL0222		PF01943.22
Polysacc_synt_2	PF02719	Polysaccharide biosynthesis protein	20.2; 20.2;	Family	293	CL0063		PF02719.21
Polysacc_synt_3	PF13440	Polysaccharide biosynthesis protein	23; 23;	Family	293	CL0222		PF13440.11
Polysacc_synt_C	PF14667	Polysaccharide biosynthesis C-terminal domain	28.7; 28.7;	Domain	111	CL0029		PF14667.12
Polysacc_syn_2C	PF08485	Polysaccharide biosynthesis protein C-terminal	25; 25;	Family	48	CL0063		PF08485.16
Poly_A_pol_cat	PF19244	Poly(A) polymerase catalytic subunit	30.2; 30.2;	Family	131			PF19244.4
Poly_export	PF02563	Polysaccharide biosynthesis/export protein	28; 28;	Family	77			PF02563.21
Pol_alpha_B_N	PF08418	DNA polymerase alpha subunit B N-terminal	24; 24;	Domain	67			PF08418.15
Pol_BBD	PF22936	Pol polyprotein, beta-barrel domain	27; 27;	Domain	81			PF22936.1
Pom	PF17251	Protochlamydia outer membrane protein	22.4; 22.4;	Domain	285	CL0193		PF17251.8
POM121	PF15229	POM121 family	27; 27;	Family	235			PF15229.11
Pombe_5TM	PF09437	Pombe specific 5TM protein	27; 27;	Family	260			PF09437.15
Ponericin	PF07442	Ponericin	25; 25;	Family	29			PF07442.16
PoNi_C	PF08929	PoNe immunity proteins (PoNi), C-terminal	25; 25;	Domain	107			PF08929.15
PoNi_N	PF08928	PoNe immunity protein (PoNi), N-terminal	22.4; 22.4;	Domain	117			PF08928.15
POP1_C	PF22770	POP1 C-terminal domain	24.3; 24.3;	Domain	174	CL0740		PF22770.2
POP1_N	PF06978	Ribonucleases P/MRP protein subunit POP1, N-terminal	22.2; 22.2;	Domain	208			PF06978.16
Pop8	PF20976	Ribonucleases P/MRP protein subunit Pop8	27.2; 27.2;	Domain	74	CL0734		PF20976.2
POPDC1-3	PF04831	POPDC1-3	28.1; 28.1;	Domain	140	CL0029	cNMP_binding	PF04831.18
POPLD	PF08170	POPLD (NUC188) domain	26.8; 26.8;	Domain	92			PF08170.17
POR	PF01558	Pyruvate ferredoxin/flavodoxin oxidoreductase	27.4; 27.4;	Domain	173			PF01558.24
PorA	PF11271	Porin PorA	29.5; 29.5;	Family	297			PF11271.13
PorB	PF11565	Alpha helical Porin B	22.5; 22.5;	Family	99			PF11565.13
Porin_1	PF00267	Gram-negative porin	23.7; 23.7;	Domain	337	CL0193		PF00267.27
Porin_10	PF14121	Putative porin	27; 27;	Family	597	CL0193		PF14121.12
Porin_2	PF02530	Porin subfamily	22; 22;	Family	357	CL0193		PF02530.20
Porin_3	PF01459	Eukaryotic porin	28.4; 28.4;	Family	271	CL0193		PF01459.28
Porin_4	PF13609	Gram-negative porin	27; 27;	Domain	310	CL0193		PF13609.12
Porin_5	PF16930	Putative porin	22; 22;	Family	535	CL0193		PF16930.11
Porin_6	PF16939	Putative porin	27; 27;	Family	282	CL0193		PF16939.11
Porin_7	PF16956	Putative general bacterial porin	26.6; 26.6;	Family	287	CL0193		PF16956.11
Porin_8	PF16966	Porin-like glycoporin RafY	25; 25;	Family	372	CL0193		PF16966.11
Porin_OmpG	PF09381	Outer membrane protein G (OmpG)	26.5; 26.5;	Domain	285	CL0193		PF09381.16
Porin_OmpG_1_2	PF16946	OMPG-porin 1 family	23; 23;	Domain	294	CL0193		PF16946.11
Porin_OmpL1	PF11389	Leptospira porin protein OmpL1	27; 27;	Family	272	CL0193		PF11389.14
Porin_O_P	PF07396	Phosphate-selective porin O and P	20.9; 20.9;	Family	370	CL0193		PF07396.17
Porphobil_deam	PF01379	Porphobilinogen deaminase, dipyromethane cofactor binding domain	22.1; 22.1;	Domain	207	CL0177		PF01379.25
Porphobil_deamC	PF03900	Porphobilinogen deaminase, C-terminal domain	26; 26;	Domain	74			PF03900.20
Porphyrn_cat_1	PF18206	Porphyranase beta-sandwich domain 1	27; 27;	Domain	105	CL0369		PF18206.8
Porph_ging	PF09697	Protein of unknown function (Porph_ging)	25; 25;	Family	81	CL0048		PF09697.16
PorP_SprF	PF11751	Type IX secretion system membrane protein PorP/SprF	22.3; 22.3;	Family	273	CL0193		PF11751.14
PORR	PF11955	Plant organelle RNA recognition domain	22.3; 22.3;	Family	326			PF11955.13
Portal_Mu	PF06074	Portal protein of Mu bacteriophage	23.9; 23.9;	Family	336	CL0838		PF06074.18
Portal_T4	PF07230	Bacteriophage T4-like portal protein (Gp20)	22.9; 22.9;	Family	433	CL0838		PF07230.16
PorV	PF19572	Type IX secretion system protein PorV	27; 27;	Domain	243	CL0193		PF19572.5
PorZ_N_b_propeller	PF21544	TSS9, PorZ, N-terminal beta-propeller domain	27; 27;	Repeat	154	CL0186		PF21544.3
POR_N	PF01855	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg	27; 27;	Family	231	CL0254		PF01855.24
Por_Secre_tail	PF18962	Secretion system C-terminal sorting domain	27; 27;	Domain	75	CL0159		PF18962.6
Post_transc_reg	PF13797	Post-transcriptional regulator	25; 25;	Family	83			PF13797.11
POT1	PF02765	Telomeric single stranded DNA binding POT1/CDC13	29; 29;	Domain	140	CL0021		PF02765.23
POT1PC	PF16686	ssDNA-binding domain of telomere protection protein	27.2; 27.2;	Domain	155	CL0021		PF16686.11
POT1_C_insert	PF21375	Protection of telomeres protein 1 (POT1), C-terminal insertion domain	27; 27;	Domain	143			PF21375.2
Potass_KdpF	PF09604	F subunit of K+-transporting ATPase (Potass_KdpF)	21.2; 21.2;	Family	24			PF09604.15
potato_inhibit	PF00280	Potato inhibitor I family	24.5; 24.5;	Domain	64	CL0367		PF00280.23
Potex_coat	PF06184	Potexvirus coat protein	25; 25;	Family	153	CL0055		PF06184.17
POTRA	PF07244	Surface antigen variable number repeat	21.3; 21.3;	Domain	79	CL0191		PF07244.20
POTRA1_3_Toc75	PF25282	Toc75-like, POTRA domain	27; 27;	Domain	99	CL0191		PF25282.1
POTRA2_Toc75	PF25280	Toc75-like, second POTRA domain	27.5; 27.5;	Domain	112	CL0191		PF25280.1
POTRA_1	PF08478	POTRA domain, FtsQ-type	23; 23;	Domain	69	CL0191		PF08478.15
POTRA_2	PF08479	POTRA domain, ShlB-type	24; 24;	Domain	76	CL0191		PF08479.16
POTRA_3	PF17287	POTRA domain	27; 27;	Domain	56	CL0191		PF17287.7
POTRA_TamA_1	PF17243	POTRA domain TamA domain 1	26; 26;	Domain	74	CL0191		PF17243.7
Potyvirid-P3	PF13608	Protein P3 of Potyviral polyprotein	25.3; 25.3;	Family	452			PF13608.11
Poty_coat	PF00767	Potyvirus coat protein	27; 27;	Family	244			PF00767.23
Poty_PP	PF08440	Potyviridae polyprotein	23.4; 23.4;	Family	277			PF08440.15
Pou	PF00157	Pou domain - N-terminal to homeobox domain	27; 27;	Domain	72	CL0123		PF00157.23
POU2AF2	PF17721	POU domain class 2-associating factor 2	25; 25;	Family	233			PF17721.6
POU2F1_C	PF19536	POU domain, class 2, transcription factor 1 C-terminal	27; 27;	Domain	282			PF19536.4
POX	PF07526	Associated with HOX	27; 27;	Domain	134			PF07526.16
Poxvirus_B22R	PF04395	Poxvirus B22R protein	25; 25;	Family	204			PF04395.17
Poxvirus_B22R_C	PF13168	Poxvirus B22R protein C-terminal	25; 25;	Family	195			PF13168.11
Poxvirus_B22R_N	PF13169	Poxvirus B22R protein N-terminal	25.8; 25.8;	Family	89			PF13169.11
Poxv_Bcl-2-like	PF06227	Poxvirus Bcl-2-like proteins	23.6; 23.6;	Family	156	CL0551		PF06227.17
Pox_A11	PF05061	Poxvirus A11 Protein	25; 25;	Family	315			PF05061.18
Pox_A12	PF04651	Poxvirus A12 protein	25; 25;	Family	183			PF04651.18
Pox_A14	PF05767	Poxvirus virion envelope protein A14	27.7; 27.7;	Family	93			PF05767.17
Pox_A21	PF05323	Poxvirus A21 Protein	25; 25;	Family	111			PF05323.17
Pox_A22	PF04848	Poxvirus A22 protein	22; 22;	Family	143	CL0219		PF04848.19
Pox_A28	PF04584	Poxvirus A28 family	27; 27;	Family	140			PF04584.19
Pox_A30L_A26L	PF06086	Orthopoxvirus A26L/A30L protein	23; 23;	Family	220			PF06086.17
Pox_A31	PF05771	Poxvirus A31 protein	22.4; 22.4;	Family	113			PF05771.16
Pox_A32	PF04665	Poxvirus A32 protein	22.8; 22.8;	Domain	242	CL0023		PF04665.18
Pox_A3L	PF05288	Poxvirus A3L Protein	25; 25;	Family	70			PF05288.16
Pox_A51	PF04948	Poxvirus A51 protein 	20; 20;	Family	337			PF04948.18
Pox_A6	PF04924	Poxvirus A6 protein 	21; 21;	Family	370			PF04924.17
Pox_A8	PF04745	VITF-3 subunit protein	25; 25;	Family	289			PF04745.17
Pox_A9	PF04835	A9 protein conserved region	22.8; 22.8;	Family	53			PF04835.17
Pox_Ag35	PF03286	Pox virus Ag35 surface protein	28.3; 28.3;	Family	196			PF03286.19
Pox_A_type_inc	PF04508	Viral A-type inclusion protein repeat 	21.4; 21.4;	Coiled-coil	23			PF04508.17
Pox_B6	PF07389	Vaccinia B6 protein	25; 25;	Family	183			PF07389.17
Pox_C4_C10	PF03336	Poxvirus C4/C10 protein	25; 25;	Family	322	CL0029		PF03336.19
Pox_C7_F8A	PF03287	Poxvirus C7/F8A protein	25.4; 25.4;	Family	148			PF03287.19
Pox_D2	PF04701	Pox virus D2 protein	25; 25;	Family	139			PF04701.18
Pox_D3	PF04580	Chordopoxvirinae D3 protein 	23; 23;	Family	248			PF04580.18
Pox_D5	PF03288	Poxvirus D5 protein-like	21.4; 21.4;	Domain	86	CL0123		PF03288.22
Pox_E10	PF04805	E10-like protein conserved region	27; 27;	Family	70			PF04805.17
Pox_E2-like	PF04497	Poxviridae protein 	30; 30;	Family	729			PF04497.17
Pox_E6	PF04656	Pox virus E6 protein	25; 25;	Family	566			PF04656.17
Pox_E8	PF03394	Poxvirus E8 protein	27; 27;	Family	239			PF03394.18
Pox_EPC_I2-L1	PF12575	Poxvirus entry protein complex L1 and I2	23.4; 23.4;	Family	72			PF12575.13
Pox_F11	PF04943	Poxvirus F11 protein	24.5; 24.5;	Family	409			PF04943.17
Pox_F12L	PF03337	Poxvirus F12L protein	25; 25;	Family	648	CL0194		PF03337.18
Pox_F15	PF04596	Poxvirus protein F15	25.7; 25.7;	Family	137			PF04596.17
Pox_F16	PF04708	Poxvirus F16 protein	30; 30;	Family	215			PF04708.17
Pox_F17	PF04767	DNA-binding 11 kDa phosphoprotein	25; 25;	Family	94			PF04767.17
Pox_G5	PF04599	Poxvirus G5 protein	27; 27;	Family	425			PF04599.17
Pox_G7	PF05503	Poxvirus G7-like 	27; 27;	Family	367			PF05503.17
Pox_G9-A16	PF03003	Pox virus entry-fusion-complex G9/A16	24; 24;	Family	128			PF03003.21
Pox_H7	PF04787	Late protein H7	28.2; 28.2;	Family	143			PF04787.17
Pox_I1	PF03289	Poxvirus protein I1	25; 25;	Family	307			PF03289.18
Pox_I3	PF04661	Poxvirus I3 ssDNA-binding protein	27; 27;	Family	260			PF04661.18
Pox_I5	PF04713	Poxvirus protein I5	25; 25;	Family	75			PF04713.17
Pox_I6	PF04595	Poxvirus I6-like family	27; 27;	Family	320			PF04595.18
Pox_I6_C	PF12562	Poxvirus telomere-binding protein I6, C-terminal domain	23; 23;	Domain	37			PF12562.13
Pox_int_trans	PF05718	Poxvirus intermediate transcription factor	22; 22;	Family	382			PF05718.17
Pox_J1	PF03338	Poxvirus J1 protein	27; 27;	Family	145			PF03338.20
Pox_L3_FP4	PF03339	Poxvirus L3/FP4 protein	25; 25;	Family	316			PF03339.19
Pox_L5	PF04872	Poxvirus L5 protein family	24; 24;	Family	79			PF04872.18
Pox_LP_H2	PF03356	Viral late protein H2	27.6; 27.6;	Family	188			PF03356.20
Pox_M2	PF04887	Poxvirus M2 protein	25; 25;	Family	196			PF04887.17
Pox_mRNA-cap	PF03341	Poxvirus mRNA capping enzyme, small subunit	25; 25;	Family	286	CL0063		PF03341.19
